ROW,	PREDICTION,	TARGET
10694,	neg,		neg,
10695,	pos,		neg,
10696,	neg,		neg,
10697,	neg,		neg,
10698,	pos,		neg,
10699,	neg,		neg,
10700,	pos,		pos,
10701,	neg,		neg,
10702,	pos,		pos,
10703,	neg,		neg,
10704,	neg,		neg,
10705,	pos,		pos,
10706,	neg,		neg,
10707,	pos,		pos,
10708,	neg,		neg,
10709,	neg,		pos,
10710,	pos,		neg,
10711,	neg,		neg,
10712,	pos,		pos,
10713,	neg,		neg,
10714,	pos,		pos,
10715,	neg,		pos,
10716,	pos,		pos,
10717,	neg,		pos,
10718,	pos,		neg,
10719,	pos,		pos,
10720,	neg,		neg,
10721,	neg,		neg,
10722,	neg,		neg,
10723,	neg,		neg,
10724,	pos,		pos,
10725,	pos,		neg,
10726,	pos,		pos,
10727,	neg,		pos,
10728,	pos,		pos,
10729,	neg,		neg,
10730,	neg,		neg,
10731,	pos,		pos,
10732,	neg,		pos,
10733,	neg,		neg,
10734,	neg,		neg,
10735,	pos,		neg,
10736,	neg,		neg,
10737,	neg,		neg,
10738,	neg,		neg,
10739,	neg,		neg,
10740,	pos,		pos,
10741,	pos,		pos,
10742,	pos,		pos,
10743,	neg,		neg,
10744,	pos,		neg,
10745,	pos,		neg,
10746,	pos,		pos,
10747,	pos,		pos,
10748,	neg,		neg,
10749,	neg,		neg,
10750,	neg,		pos,
10751,	pos,		pos,
10752,	neg,		pos,
10753,	pos,		neg,
10754,	pos,		pos,
10755,	pos,		pos,
10756,	pos,		neg,
10757,	neg,		pos,
10758,	neg,		neg,
10759,	neg,		neg,
10760,	neg,		pos,
10761,	neg,		neg,
10762,	pos,		pos,
10763,	pos,		neg,
10764,	neg,		pos,
10765,	pos,		pos,
10766,	neg,		neg,
10767,	neg,		neg,
10768,	neg,		pos,
10769,	neg,		neg,
10770,	pos,		pos,
10771,	pos,		pos,
10772,	pos,		pos,
10773,	neg,		pos,
10774,	neg,		neg,
10775,	neg,		pos,
10776,	pos,		pos,
10777,	neg,		neg,
10778,	pos,		neg,
10779,	neg,		neg,
10780,	neg,		neg,
10781,	neg,		neg,
10782,	neg,		neg,
10783,	neg,		neg,
10784,	pos,		pos,
10785,	pos,		pos,
10786,	neg,		neg,
10787,	neg,		neg,
10788,	pos,		neg,
10789,	pos,		pos,
10790,	pos,		pos,
10791,	neg,		neg,
10792,	pos,		pos,
10793,	neg,		pos,
10794,	neg,		pos,
10795,	pos,		neg,
10796,	neg,		neg,
10797,	pos,		neg,
10798,	neg,		neg,
10799,	neg,		neg,
10800,	neg,		neg,
10801,	neg,		pos,
10802,	pos,		neg,
10803,	pos,		pos,
10804,	neg,		neg,
10805,	neg,		neg,
10806,	pos,		neg,
10807,	pos,		pos,
10808,	pos,		neg,
10809,	neg,		neg,
10810,	neg,		pos,
10811,	pos,		pos,
10812,	pos,		pos,
10813,	neg,		neg,
10814,	neg,		neg,
10815,	neg,		pos,
10816,	pos,		pos,
10817,	pos,		pos,
10818,	neg,		pos,
10819,	pos,		pos,
10820,	neg,		neg,
10821,	pos,		neg,
10822,	pos,		neg,
10823,	pos,		pos,
10824,	pos,		neg,
10825,	pos,		neg,
10826,	pos,		pos,
10827,	neg,		neg,
10828,	pos,		pos,
10829,	pos,		pos,
10830,	pos,		neg,
10831,	pos,		pos,
10832,	pos,		neg,
10833,	pos,		pos,
10834,	pos,		pos,
10835,	pos,		pos,
10836,	pos,		pos,
10837,	pos,		neg,
10838,	pos,		pos,
10839,	neg,		neg,
10840,	neg,		neg,
10841,	neg,		neg,
10842,	neg,		neg,
10843,	pos,		pos,
10844,	neg,		neg,
10845,	neg,		neg,
10846,	pos,		pos,
10847,	pos,		neg,
10848,	pos,		pos,
10849,	pos,		neg,
10850,	pos,		pos,
10851,	neg,		neg,
10852,	neg,		pos,
10853,	pos,		pos,
10854,	neg,		neg,
10855,	neg,		neg,
10856,	neg,		neg,
10857,	pos,		neg,
10858,	neg,		neg,
10859,	pos,		neg,
10860,	neg,		neg,
10861,	pos,		pos,
10862,	neg,		neg,
10863,	pos,		pos,
10864,	neg,		neg,
10865,	neg,		neg,
10866,	neg,		neg,
10867,	pos,		neg,
10868,	neg,		neg,
10869,	pos,		pos,
10870,	pos,		pos,
10871,	pos,		neg,
10872,	neg,		pos,
10873,	neg,		neg,
10874,	neg,		neg,
10875,	neg,		neg,
10876,	neg,		neg,
10877,	pos,		pos,
10878,	pos,		pos,
10879,	pos,		pos,
10880,	neg,		neg,
10881,	neg,		neg,
10882,	neg,		neg,
10883,	neg,		pos,
10884,	neg,		neg,
10885,	neg,		neg,
10886,	pos,		neg,
10887,	pos,		neg,
10888,	neg,		pos,
10889,	pos,		pos,
10890,	pos,		neg,
10891,	neg,		neg,
10892,	neg,		pos,
10893,	pos,		pos,
10894,	neg,		neg,
10895,	pos,		pos,
10896,	pos,		neg,
10897,	neg,		neg,
10898,	neg,		neg,
10899,	neg,		neg,
10900,	neg,		neg,
10901,	pos,		neg,
10902,	pos,		neg,
10903,	neg,		neg,
10904,	pos,		pos,
10905,	neg,		neg,
10906,	neg,		neg,
10907,	pos,		neg,
10908,	neg,		neg,
10909,	neg,		neg,
10910,	pos,		neg,
10911,	neg,		neg,
10912,	neg,		pos,
10913,	neg,		neg,
10914,	neg,		pos,
10915,	pos,		pos,
10916,	pos,		pos,
10917,	neg,		neg,
10918,	neg,		neg,
10919,	neg,		neg,
10920,	pos,		pos,
10921,	neg,		pos,
10922,	neg,		pos,
10923,	neg,		neg,
10924,	neg,		neg,
10925,	pos,		pos,
10926,	pos,		pos,
10927,	pos,		neg,
10928,	pos,		pos,
10929,	pos,		pos,
10930,	pos,		pos,
10931,	neg,		neg,
10932,	pos,		pos,
10933,	pos,		pos,
10934,	pos,		pos,
10935,	neg,		neg,
10936,	pos,		pos,
10937,	neg,		pos,
10938,	neg,		pos,
10939,	neg,		neg,
10940,	pos,		neg,
10941,	pos,		pos,
10942,	neg,		pos,
10943,	pos,		pos,
10944,	pos,		pos,
10945,	pos,		pos,
10946,	neg,		neg,
10947,	neg,		neg,
10948,	pos,		neg,
10949,	pos,		pos,
10950,	neg,		pos,
10951,	neg,		neg,
10952,	pos,		pos,
10953,	pos,		neg,
10954,	neg,		neg,
10955,	neg,		neg,
10956,	pos,		pos,
10957,	pos,		neg,
10958,	neg,		neg,
10959,	neg,		neg,
10960,	pos,		pos,
10961,	pos,		neg,
10962,	neg,		neg,
10963,	neg,		pos,
10964,	pos,		pos,
10965,	neg,		neg,
10966,	neg,		neg,
10967,	neg,		neg,
10968,	neg,		neg,
10969,	neg,		neg,
10970,	pos,		neg,
10971,	neg,		neg,
10972,	neg,		neg,
10973,	neg,		neg,
10974,	pos,		pos,
10975,	pos,		pos,
10976,	pos,		pos,
10977,	neg,		neg,
10978,	pos,		pos,
10979,	neg,		neg,
10980,	pos,		pos,
10981,	neg,		neg,
10982,	pos,		neg,
10983,	neg,		neg,
10984,	neg,		neg,
10985,	neg,		neg,
10986,	neg,		neg,
10987,	pos,		pos,
10988,	pos,		pos,
10989,	pos,		pos,
10990,	pos,		pos,
10991,	pos,		pos,
10992,	neg,		neg,
10993,	neg,		pos,
10994,	pos,		neg,
10995,	neg,		pos,
10996,	pos,		pos,
10997,	neg,		neg,
10998,	neg,		neg,
10999,	neg,		neg,
11000,	pos,		pos,
11001,	neg,		pos,
11002,	neg,		neg,
11003,	neg,		neg,
11004,	pos,		pos,
11005,	neg,		neg,
11006,	neg,		neg,
11007,	neg,		neg,
11008,	pos,		neg,
11009,	pos,		pos,
11010,	pos,		neg,
11011,	pos,		neg,
11012,	pos,		neg,
11013,	neg,		neg,
11014,	pos,		pos,
11015,	pos,		neg,
11016,	neg,		pos,
11017,	pos,		pos,
11018,	neg,		pos,
11019,	pos,		pos,
11020,	neg,		neg,
11021,	pos,		neg,
11022,	neg,		neg,
11023,	pos,		pos,
11024,	pos,		neg,
11025,	neg,		neg,
11026,	neg,		neg,
11027,	pos,		neg,
11028,	pos,		pos,
11029,	pos,		pos,
11030,	pos,		pos,
11031,	neg,		pos,
11032,	pos,		pos,
11033,	pos,		neg,
11034,	neg,		neg,
11035,	neg,		pos,
11036,	neg,		neg,
11037,	pos,		neg,
11038,	neg,		pos,
11039,	pos,		pos,
11040,	pos,		pos,
11041,	neg,		neg,
11042,	neg,		neg,
11043,	neg,		neg,
11044,	neg,		neg,
11045,	pos,		pos,
11046,	pos,		pos,
11047,	pos,		neg,
11048,	pos,		pos,
11049,	pos,		pos,
11050,	neg,		neg,
11051,	neg,		neg,
11052,	pos,		pos,
11053,	pos,		pos,
11054,	pos,		pos,
11055,	neg,		neg,
11056,	pos,		pos,
11057,	pos,		pos,
11058,	pos,		pos,
11059,	neg,		neg,
11060,	pos,		pos,
11061,	pos,		pos,
11062,	pos,		pos,
11063,	neg,		pos,
11064,	neg,		pos,
11065,	pos,		neg,
11066,	neg,		pos,
11067,	neg,		neg,
11068,	neg,		neg,
11069,	pos,		neg,
11070,	neg,		neg,
11071,	pos,		neg,
11072,	neg,		neg,
11073,	neg,		pos,
11074,	pos,		neg,
11075,	pos,		pos,
11076,	pos,		pos,
11077,	neg,		pos,
11078,	pos,		neg,
11079,	pos,		pos,
11080,	neg,		pos,
11081,	neg,		neg,
11082,	pos,		pos,
11083,	pos,		pos,
11084,	pos,		pos,
11085,	pos,		pos,
11086,	pos,		pos,
11087,	neg,		neg,
11088,	neg,		pos,
11089,	neg,		neg,
11090,	pos,		neg,
11091,	pos,		neg,
11092,	pos,		pos,
11093,	neg,		neg,
11094,	pos,		pos,
11095,	pos,		neg,
11096,	neg,		neg,
11097,	neg,		neg,
11098,	pos,		pos,
11099,	pos,		pos,
11100,	neg,		pos,
11101,	pos,		neg,
11102,	pos,		pos,
11103,	pos,		neg,
11104,	neg,		pos,
11105,	pos,		pos,
11106,	pos,		pos,
11107,	pos,		pos,
11108,	pos,		neg,
11109,	pos,		pos,
11110,	pos,		pos,
11111,	pos,		pos,
11112,	neg,		neg,
11113,	pos,		neg,
11114,	neg,		neg,
11115,	pos,		pos,
11116,	neg,		neg,
11117,	pos,		pos,
11118,	neg,		pos,
11119,	neg,		neg,
11120,	neg,		neg,
11121,	neg,		neg,
11122,	pos,		pos,
11123,	pos,		neg,
11124,	neg,		neg,
11125,	neg,		neg,
11126,	pos,		pos,
11127,	neg,		neg,
11128,	neg,		neg,
11129,	neg,		neg,
11130,	pos,		neg,
11131,	neg,		neg,
11132,	neg,		neg,
11133,	pos,		pos,
11134,	pos,		pos,
11135,	neg,		neg,
11136,	pos,		pos,
11137,	pos,		neg,
11138,	neg,		neg,
11139,	pos,		neg,
11140,	neg,		neg,
11141,	neg,		neg,
11142,	pos,		pos,
11143,	neg,		neg,
11144,	neg,		pos,
11145,	pos,		pos,
11146,	pos,		pos,
11147,	neg,		pos,
11148,	neg,		pos,
11149,	pos,		pos,
11150,	neg,		neg,
11151,	pos,		neg,
11152,	pos,		pos,
11153,	pos,		pos,
11154,	neg,		neg,
11155,	neg,		pos,
11156,	pos,		pos,
11157,	neg,		pos,
11158,	neg,		pos,
11159,	pos,		pos,
11160,	neg,		neg,
11161,	neg,		neg,
11162,	neg,		neg,
11163,	neg,		neg,
11164,	neg,		pos,
11165,	neg,		neg,
11166,	pos,		pos,
11167,	neg,		neg,
11168,	pos,		pos,
11169,	pos,		neg,
11170,	neg,		neg,
11171,	neg,		neg,
11172,	pos,		pos,
11173,	pos,		pos,
11174,	neg,		pos,
11175,	pos,		neg,
11176,	neg,		neg,
11177,	pos,		neg,
11178,	neg,		neg,
11179,	neg,		neg,
11180,	pos,		pos,
11181,	neg,		pos,
11182,	neg,		neg,
11183,	neg,		neg,
11184,	neg,		neg,
11185,	pos,		pos,
11186,	pos,		pos,
11187,	neg,		neg,
11188,	neg,		pos,
11189,	neg,		pos,
11190,	neg,		pos,
11191,	neg,		neg,
11192,	pos,		pos,
11193,	neg,		neg,
11194,	neg,		pos,
11195,	neg,		pos,
11196,	pos,		neg,
11197,	pos,		neg,
11198,	pos,		pos,
11199,	neg,		neg,
11200,	pos,		neg,
11201,	neg,		neg,
11202,	pos,		pos,
11203,	neg,		neg,
11204,	pos,		pos,
11205,	neg,		neg,
11206,	neg,		pos,
11207,	pos,		pos,
11208,	pos,		neg,
11209,	pos,		pos,
11210,	neg,		neg,
11211,	neg,		neg,
11212,	neg,		pos,
11213,	neg,		neg,
11214,	neg,		neg,
11215,	pos,		neg,
11216,	pos,		neg,
11217,	neg,		neg,
11218,	pos,		neg,
11219,	neg,		neg,
11220,	pos,		pos,
11221,	neg,		neg,
11222,	pos,		pos,
11223,	pos,		pos,
11224,	pos,		pos,
11225,	pos,		pos,
11226,	pos,		pos,
11227,	neg,		pos,
11228,	neg,		pos,
11229,	pos,		pos,
11230,	pos,		pos,
11231,	pos,		pos,
11232,	neg,		neg,
11233,	neg,		neg,
11234,	neg,		neg,
11235,	pos,		neg,
11236,	neg,		pos,
11237,	neg,		neg,
11238,	pos,		pos,
11239,	pos,		pos,
11240,	neg,		neg,
11241,	neg,		neg,
11242,	pos,		pos,
11243,	neg,		pos,
11244,	neg,		neg,
11245,	neg,		pos,
11246,	neg,		pos,
11247,	neg,		neg,
11248,	pos,		pos,
11249,	pos,		pos,
11250,	neg,		pos,
11251,	pos,		pos,
11252,	pos,		pos,
11253,	pos,		neg,
11254,	neg,		neg,
11255,	neg,		neg,
11256,	pos,		pos,
11257,	neg,		neg,
11258,	pos,		pos,
11259,	neg,		neg,
11260,	pos,		pos,
11261,	pos,		pos,
11262,	neg,		neg,
11263,	neg,		pos,
11264,	neg,		neg,
11265,	neg,		neg,
11266,	neg,		neg,
11267,	neg,		neg,
11268,	neg,		pos,
11269,	pos,		pos,
11270,	neg,		neg,
11271,	neg,		pos,
11272,	pos,		neg,
11273,	neg,		neg,
11274,	neg,		neg,
11275,	pos,		pos,
11276,	neg,		neg,
11277,	neg,		neg,
11278,	neg,		pos,
11279,	neg,		neg,
11280,	pos,		pos,
11281,	neg,		neg,
11282,	pos,		pos,
11283,	pos,		pos,
11284,	neg,		neg,
11285,	pos,		pos,
11286,	neg,		neg,
11287,	pos,		pos,
11288,	neg,		neg,
11289,	neg,		neg,
11290,	pos,		neg,
11291,	neg,		neg,
11292,	pos,		neg,
11293,	neg,		neg,
11294,	pos,		pos,
11295,	neg,		neg,
11296,	neg,		pos,
11297,	neg,		pos,
11298,	pos,		pos,
11299,	pos,		pos,
11300,	pos,		pos,
11301,	pos,		neg,
11302,	pos,		neg,
11303,	pos,		pos,
11304,	neg,		neg,
11305,	neg,		neg,
11306,	neg,		neg,
11307,	neg,		pos,
11308,	pos,		pos,
11309,	neg,		pos,
11310,	pos,		pos,
11311,	neg,		pos,
11312,	pos,		neg,
11313,	neg,		neg,
11314,	pos,		neg,
11315,	pos,		pos,
11316,	neg,		neg,
11317,	pos,		pos,
11318,	pos,		neg,
11319,	pos,		pos,
11320,	neg,		pos,
11321,	pos,		neg,
11322,	pos,		neg,
11323,	pos,		pos,
11324,	neg,		neg,
11325,	neg,		pos,
11326,	neg,		pos,
11327,	pos,		neg,
11328,	pos,		pos,
11329,	neg,		pos,
11330,	neg,		neg,
11331,	pos,		pos,
11332,	pos,		pos,
11333,	pos,		pos,
11334,	pos,		pos,
11335,	pos,		pos,
11336,	pos,		neg,
11337,	pos,		neg,
11338,	neg,		neg,
11339,	neg,		neg,
11340,	pos,		pos,
11341,	neg,		neg,
11342,	neg,		pos,
11343,	neg,		neg,
11344,	neg,		pos,
11345,	neg,		neg,
11346,	pos,		neg,
11347,	neg,		neg,
11348,	pos,		pos,
11349,	neg,		neg,
11350,	neg,		neg,
11351,	pos,		pos,
11352,	neg,		neg,
11353,	neg,		neg,
11354,	neg,		neg,
11355,	pos,		neg,
11356,	pos,		pos,
11357,	neg,		neg,
11358,	pos,		neg,
11359,	pos,		neg,
11360,	pos,		pos,
11361,	neg,		neg,
11362,	pos,		neg,
11363,	pos,		pos,
11364,	pos,		pos,
11365,	pos,		pos,
11366,	pos,		pos,
11367,	pos,		neg,
11368,	neg,		pos,
11369,	pos,		pos,
11370,	neg,		neg,
11371,	pos,		neg,
11372,	pos,		pos,
11373,	pos,		pos,
11374,	neg,		pos,
11375,	neg,		neg,
11376,	pos,		pos,
11377,	pos,		neg,
11378,	neg,		pos,
11379,	neg,		neg,
11380,	pos,		neg,
11381,	pos,		neg,
11382,	pos,		pos,
11383,	neg,		neg,
11384,	neg,		neg,
11385,	pos,		pos,
11386,	neg,		pos,
11387,	pos,		neg,
11388,	pos,		pos,
11389,	neg,		neg,
11390,	neg,		neg,
11391,	pos,		pos,
11392,	pos,		pos,
11393,	neg,		neg,
11394,	neg,		neg,
11395,	neg,		neg,
11396,	pos,		neg,
11397,	pos,		neg,
11398,	pos,		pos,
11399,	pos,		pos,
11400,	neg,		neg,
11401,	pos,		pos,
11402,	pos,		neg,
11403,	neg,		neg,
11404,	neg,		neg,
11405,	pos,		neg,
11406,	neg,		neg,
11407,	pos,		neg,
11408,	pos,		pos,
11409,	neg,		neg,
11410,	pos,		pos,
11411,	neg,		neg,
11412,	pos,		neg,
11413,	pos,		pos,
11414,	pos,		neg,
11415,	pos,		neg,
11416,	pos,		pos,
11417,	pos,		pos,
11418,	neg,		neg,
11419,	pos,		pos,
11420,	pos,		neg,
11421,	pos,		pos,
11422,	neg,		neg,
11423,	neg,		neg,
11424,	pos,		pos,
11425,	neg,		neg,
11426,	neg,		neg,
11427,	pos,		pos,
11428,	neg,		neg,
11429,	neg,		neg,
11430,	pos,		neg,
11431,	pos,		pos,
11432,	neg,		pos,
11433,	pos,		neg,
11434,	pos,		neg,
11435,	neg,		neg,
11436,	neg,		pos,
11437,	pos,		pos,
11438,	pos,		neg,
11439,	neg,		neg,
11440,	neg,		neg,
11441,	neg,		neg,
11442,	pos,		neg,
11443,	neg,		pos,
11444,	neg,		neg,
11445,	pos,		pos,
11446,	pos,		pos,
11447,	pos,		pos,
11448,	neg,		neg,
11449,	neg,		neg,
11450,	pos,		neg,
11451,	neg,		neg,
11452,	pos,		pos,
11453,	neg,		neg,
11454,	neg,		neg,
11455,	neg,		neg,
11456,	pos,		pos,
11457,	neg,		neg,
11458,	neg,		neg,
11459,	pos,		pos,
11460,	pos,		pos,
11461,	pos,		pos,
11462,	neg,		pos,
11463,	neg,		neg,
11464,	neg,		neg,
11465,	neg,		pos,
11466,	pos,		pos,
11467,	pos,		pos,
11468,	pos,		pos,
11469,	neg,		neg,
11470,	neg,		neg,
11471,	pos,		pos,
11472,	neg,		neg,
11473,	pos,		pos,
11474,	neg,		neg,
11475,	pos,		neg,
11476,	neg,		neg,
11477,	neg,		neg,
11478,	pos,		neg,
11479,	pos,		pos,
11480,	neg,		pos,
11481,	pos,		neg,
11482,	pos,		pos,
11483,	neg,		neg,
11484,	neg,		neg,
11485,	pos,		pos,
11486,	pos,		pos,
11487,	pos,		neg,
11488,	pos,		pos,
11489,	pos,		pos,
11490,	neg,		neg,
11491,	pos,		neg,
11492,	pos,		neg,
11493,	neg,		neg,
11494,	pos,		neg,
11495,	pos,		pos,
11496,	neg,		neg,
11497,	neg,		pos,
11498,	neg,		neg,
11499,	pos,		pos,
11500,	pos,		neg,
11501,	neg,		neg,
11502,	neg,		neg,
11503,	neg,		neg,
11504,	neg,		neg,
11505,	neg,		neg,
11506,	pos,		neg,
11507,	neg,		neg,
11508,	neg,		neg,
11509,	neg,		pos,
11510,	pos,		pos,
11511,	pos,		neg,
11512,	neg,		neg,
11513,	neg,		neg,
11514,	pos,		neg,
11515,	neg,		neg,
11516,	neg,		pos,
11517,	neg,		pos,
11518,	neg,		neg,
11519,	pos,		neg,
11520,	pos,		neg,
11521,	pos,		neg,
11522,	pos,		neg,
11523,	pos,		pos,
11524,	neg,		neg,
11525,	pos,		pos,
11526,	pos,		pos,
11527,	pos,		neg,
11528,	neg,		neg,
11529,	neg,		neg,
11530,	neg,		neg,
11531,	pos,		pos,
11532,	pos,		pos,
11533,	pos,		pos,
11534,	pos,		neg,
11535,	pos,		pos,
11536,	pos,		pos,
11537,	pos,		neg,
11538,	pos,		pos,
11539,	pos,		pos,
11540,	pos,		pos,
11541,	neg,		neg,
11542,	pos,		neg,
11543,	pos,		pos,
11544,	neg,		neg,
11545,	neg,		neg,
11546,	pos,		pos,
11547,	pos,		pos,
11548,	pos,		pos,
11549,	pos,		pos,
11550,	pos,		pos,
11551,	pos,		neg,
11552,	pos,		neg,
11553,	neg,		pos,
11554,	pos,		pos,
11555,	neg,		neg,
11556,	pos,		neg,
11557,	neg,		neg,
11558,	neg,		neg,
11559,	pos,		pos,
11560,	pos,		pos,
11561,	pos,		pos,
11562,	neg,		pos,
11563,	pos,		neg,
11564,	neg,		neg,
11565,	pos,		pos,
11566,	pos,		pos,
11567,	neg,		neg,
11568,	neg,		pos,
11569,	neg,		neg,
11570,	pos,		neg,
11571,	pos,		pos,
11572,	pos,		pos,
11573,	pos,		pos,
11574,	pos,		pos,
11575,	neg,		neg,
11576,	neg,		neg,
11577,	neg,		neg,
11578,	pos,		neg,
11579,	pos,		pos,
11580,	pos,		pos,
11581,	neg,		pos,
11582,	pos,		pos,
11583,	pos,		pos,
11584,	neg,		neg,
11585,	neg,		neg,
11586,	pos,		neg,
11587,	pos,		pos,
11588,	neg,		neg,
11589,	neg,		pos,
11590,	neg,		neg,
11591,	neg,		neg,
11592,	neg,		pos,
11593,	neg,		neg,
11594,	pos,		neg,
11595,	pos,		pos,
11596,	pos,		pos,
11597,	neg,		neg,
11598,	neg,		pos,
11599,	neg,		neg,
11600,	neg,		pos,
11601,	neg,		neg,
11602,	neg,		pos,
11603,	pos,		pos,
11604,	neg,		neg,
11605,	pos,		pos,
11606,	neg,		neg,
11607,	pos,		pos,
11608,	pos,		neg,
11609,	pos,		pos,
11610,	neg,		neg,
11611,	neg,		pos,
11612,	neg,		neg,
11613,	neg,		neg,
11614,	neg,		neg,
11615,	pos,		pos,
11616,	neg,		pos,
11617,	neg,		neg,
11618,	neg,		neg,
11619,	pos,		neg,
11620,	pos,		pos,
11621,	pos,		pos,
11622,	neg,		neg,
11623,	pos,		pos,
11624,	pos,		pos,
11625,	neg,		neg,
11626,	neg,		pos,
11627,	pos,		neg,
11628,	neg,		neg,
11629,	pos,		pos,
11630,	neg,		neg,
11631,	pos,		pos,
11632,	neg,		neg,
11633,	neg,		neg,
11634,	pos,		pos,
11635,	pos,		pos,
11636,	neg,		neg,
11637,	pos,		neg,
11638,	neg,		neg,
11639,	pos,		pos,
11640,	neg,		pos,
11641,	neg,		neg,
11642,	neg,		pos,
11643,	neg,		pos,
11644,	pos,		pos,
11645,	pos,		pos,
11646,	neg,		neg,
11647,	neg,		neg,
11648,	pos,		neg,
11649,	neg,		pos,
11650,	pos,		pos,
11651,	neg,		pos,
11652,	neg,		pos,
11653,	pos,		pos,
11654,	pos,		pos,
11655,	pos,		neg,
11656,	pos,		pos,
11657,	neg,		neg,
11658,	pos,		pos,
11659,	pos,		pos,
11660,	neg,		neg,
11661,	pos,		neg,
11662,	pos,		pos,
11663,	neg,		pos,
11664,	pos,		pos,
11665,	pos,		pos,
11666,	pos,		neg,
11667,	neg,		neg,
11668,	pos,		pos,
11669,	pos,		neg,
11670,	pos,		pos,
11671,	pos,		pos,
11672,	neg,		neg,
11673,	pos,		pos,
11674,	pos,		neg,
11675,	neg,		neg,
11676,	pos,		pos,
11677,	neg,		neg,
11678,	neg,		neg,
11679,	pos,		pos,
11680,	pos,		neg,
11681,	neg,		pos,
11682,	neg,		neg,
11683,	neg,		neg,
11684,	neg,		neg,
11685,	pos,		pos,
11686,	pos,		pos,
11687,	pos,		pos,
11688,	neg,		pos,
11689,	pos,		neg,
11690,	pos,		pos,
11691,	pos,		pos,
11692,	pos,		pos,
11693,	pos,		pos,
11694,	neg,		pos,
11695,	pos,		pos,
11696,	pos,		pos,
11697,	neg,		neg,
11698,	pos,		neg,
11699,	neg,		neg,
11700,	neg,		neg,
11701,	pos,		pos,
11702,	pos,		pos,
11703,	pos,		pos,
11704,	neg,		pos,
11705,	pos,		pos,
11706,	neg,		neg,
11707,	pos,		neg,
11708,	pos,		pos,
11709,	pos,		pos,
11710,	pos,		pos,
11711,	pos,		pos,
11712,	pos,		pos,
11713,	neg,		pos,
11714,	neg,		pos,
11715,	pos,		pos,
11716,	pos,		neg,
11717,	pos,		neg,
11718,	pos,		neg,
11719,	pos,		pos,
11720,	neg,		pos,
11721,	neg,		neg,
11722,	pos,		pos,
11723,	pos,		neg,
11724,	neg,		pos,
11725,	neg,		neg,
11726,	pos,		pos,
11727,	neg,		pos,
11728,	pos,		neg,
11729,	neg,		neg,
11730,	pos,		neg,
11731,	neg,		neg,
11732,	neg,		neg,
11733,	pos,		pos,
11734,	pos,		neg,
11735,	pos,		pos,
11736,	neg,		neg,
11737,	neg,		neg,
11738,	neg,		neg,
11739,	pos,		pos,
11740,	pos,		neg,
11741,	neg,		neg,
11742,	pos,		pos,
11743,	pos,		pos,
11744,	neg,		neg,
11745,	pos,		neg,
11746,	pos,		pos,
11747,	neg,		neg,
11748,	pos,		pos,
11749,	neg,		neg,
11750,	pos,		pos,
11751,	pos,		neg,
11752,	pos,		pos,
11753,	pos,		pos,
11754,	neg,		neg,
11755,	pos,		neg,
11756,	neg,		neg,
11757,	pos,		neg,
11758,	neg,		pos,
11759,	pos,		neg,
11760,	pos,		neg,
11761,	neg,		neg,
11762,	neg,		neg,
11763,	pos,		pos,
11764,	pos,		pos,
11765,	neg,		neg,
11766,	pos,		neg,
11767,	pos,		pos,
11768,	pos,		pos,
11769,	pos,		pos,
11770,	neg,		neg,
11771,	neg,		pos,
11772,	pos,		neg,
11773,	neg,		pos,
11774,	neg,		neg,
11775,	neg,		neg,
11776,	neg,		neg,
11777,	pos,		pos,
11778,	pos,		pos,
11779,	pos,		neg,
11780,	pos,		pos,
11781,	neg,		neg,
11782,	neg,		neg,
11783,	neg,		pos,
11784,	pos,		neg,
11785,	neg,		pos,
11786,	pos,		pos,
11787,	neg,		pos,
11788,	pos,		pos,
11789,	neg,		neg,
11790,	pos,		pos,
11791,	pos,		pos,
11792,	pos,		pos,
11793,	neg,		neg,
11794,	pos,		pos,
11795,	neg,		neg,
11796,	pos,		pos,
11797,	neg,		neg,
11798,	neg,		pos,
11799,	neg,		neg,
11800,	pos,		pos,
11801,	neg,		pos,
11802,	pos,		neg,
11803,	neg,		pos,
11804,	neg,		neg,
11805,	neg,		neg,
11806,	neg,		pos,
11807,	pos,		pos,
11808,	neg,		neg,
11809,	pos,		pos,
11810,	pos,		pos,
11811,	neg,		pos,
11812,	pos,		pos,
11813,	neg,		pos,
11814,	neg,		neg,
11815,	pos,		pos,
11816,	neg,		neg,
11817,	neg,		neg,
11818,	pos,		pos,
11819,	neg,		neg,
11820,	neg,		neg,
11821,	pos,		neg,
11822,	pos,		pos,
11823,	neg,		neg,
11824,	neg,		neg,
11825,	pos,		neg,
11826,	neg,		pos,
11827,	pos,		pos,
11828,	neg,		neg,
11829,	neg,		pos,
11830,	pos,		pos,
11831,	pos,		pos,
11832,	neg,		pos,
11833,	pos,		pos,
11834,	neg,		pos,
11835,	pos,		pos,
11836,	neg,		neg,
11837,	pos,		pos,
11838,	pos,		pos,
11839,	neg,		neg,
11840,	neg,		neg,
11841,	neg,		pos,
11842,	pos,		pos,
11843,	neg,		neg,
11844,	pos,		neg,
11845,	neg,		neg,
11846,	neg,		neg,
11847,	neg,		neg,
11848,	pos,		pos,
11849,	neg,		pos,
11850,	neg,		neg,
11851,	neg,		neg,
11852,	neg,		pos,
11853,	neg,		pos,
11854,	pos,		pos,
11855,	pos,		neg,
11856,	pos,		pos,
11857,	neg,		neg,
11858,	neg,		neg,
