ROW,	PREDICTION,	TARGET
10694,	neg,		neg,
10695,	pos,		neg,
10696,	neg,		neg,
10697,	neg,		neg,
10698,	pos,		neg,
10699,	neg,		neg,
10700,	pos,		pos,
10701,	neg,		neg,
10702,	pos,		pos,
10703,	neg,		neg,
10704,	neg,		neg,
10705,	pos,		pos,
10706,	neg,		neg,
10707,	pos,		pos,
10708,	neg,		neg,
10709,	neg,		pos,
10710,	pos,		neg,
10711,	neg,		neg,
10712,	neg,		pos,
10713,	neg,		neg,
10714,	pos,		pos,
10715,	neg,		pos,
10716,	pos,		pos,
10717,	pos,		pos,
10718,	pos,		neg,
10719,	neg,		pos,
10720,	neg,		neg,
10721,	neg,		neg,
10722,	neg,		neg,
10723,	pos,		neg,
10724,	pos,		pos,
10725,	pos,		neg,
10726,	pos,		pos,
10727,	neg,		pos,
10728,	pos,		pos,
10729,	neg,		neg,
10730,	neg,		neg,
10731,	pos,		pos,
10732,	neg,		pos,
10733,	neg,		neg,
10734,	neg,		neg,
10735,	pos,		neg,
10736,	pos,		neg,
10737,	neg,		neg,
10738,	neg,		neg,
10739,	neg,		neg,
10740,	pos,		pos,
10741,	pos,		pos,
10742,	pos,		pos,
10743,	pos,		neg,
10744,	pos,		neg,
10745,	neg,		neg,
10746,	pos,		pos,
10747,	pos,		pos,
10748,	neg,		neg,
10749,	pos,		neg,
10750,	neg,		pos,
10751,	pos,		pos,
10752,	neg,		pos,
10753,	pos,		neg,
10754,	pos,		pos,
10755,	neg,		pos,
10756,	pos,		neg,
10757,	neg,		pos,
10758,	pos,		neg,
10759,	neg,		neg,
10760,	pos,		pos,
10761,	neg,		neg,
10762,	pos,		pos,
10763,	neg,		neg,
10764,	neg,		pos,
10765,	pos,		pos,
10766,	neg,		neg,
10767,	neg,		neg,
10768,	pos,		pos,
10769,	neg,		neg,
10770,	neg,		pos,
10771,	pos,		pos,
10772,	pos,		pos,
10773,	neg,		pos,
10774,	neg,		neg,
10775,	neg,		pos,
10776,	pos,		pos,
10777,	neg,		neg,
10778,	pos,		neg,
10779,	neg,		neg,
10780,	neg,		neg,
10781,	neg,		neg,
10782,	neg,		neg,
10783,	neg,		neg,
10784,	pos,		pos,
10785,	neg,		pos,
10786,	pos,		neg,
10787,	neg,		neg,
10788,	pos,		neg,
10789,	pos,		pos,
10790,	pos,		pos,
10791,	neg,		neg,
10792,	pos,		pos,
10793,	pos,		pos,
10794,	neg,		pos,
10795,	neg,		neg,
10796,	neg,		neg,
10797,	neg,		neg,
10798,	neg,		neg,
10799,	pos,		neg,
10800,	neg,		neg,
10801,	neg,		pos,
10802,	neg,		neg,
10803,	pos,		pos,
10804,	neg,		neg,
10805,	neg,		neg,
10806,	neg,		neg,
10807,	pos,		pos,
10808,	neg,		neg,
10809,	neg,		neg,
10810,	pos,		pos,
10811,	pos,		pos,
10812,	pos,		pos,
10813,	pos,		neg,
10814,	neg,		neg,
10815,	pos,		pos,
10816,	pos,		pos,
10817,	pos,		pos,
10818,	pos,		pos,
10819,	pos,		pos,
10820,	neg,		neg,
10821,	pos,		neg,
10822,	neg,		neg,
10823,	pos,		pos,
10824,	neg,		neg,
10825,	pos,		neg,
10826,	pos,		pos,
10827,	neg,		neg,
10828,	neg,		pos,
10829,	pos,		pos,
10830,	pos,		neg,
10831,	pos,		pos,
10832,	pos,		neg,
10833,	pos,		pos,
10834,	pos,		pos,
10835,	pos,		pos,
10836,	neg,		pos,
10837,	neg,		neg,
10838,	pos,		pos,
10839,	pos,		neg,
10840,	pos,		neg,
10841,	neg,		neg,
10842,	neg,		neg,
10843,	pos,		pos,
10844,	neg,		neg,
10845,	neg,		neg,
10846,	pos,		pos,
10847,	pos,		neg,
10848,	pos,		pos,
10849,	neg,		neg,
10850,	pos,		pos,
10851,	neg,		neg,
10852,	pos,		pos,
10853,	pos,		pos,
10854,	neg,		neg,
10855,	neg,		neg,
10856,	neg,		neg,
10857,	neg,		neg,
10858,	neg,		neg,
10859,	pos,		neg,
10860,	pos,		neg,
10861,	pos,		pos,
10862,	neg,		neg,
10863,	pos,		pos,
10864,	pos,		neg,
10865,	neg,		neg,
10866,	pos,		neg,
10867,	neg,		neg,
10868,	neg,		neg,
10869,	pos,		pos,
10870,	pos,		pos,
10871,	pos,		neg,
10872,	neg,		pos,
10873,	neg,		neg,
10874,	pos,		neg,
10875,	neg,		neg,
10876,	neg,		neg,
10877,	pos,		pos,
10878,	pos,		pos,
10879,	pos,		pos,
10880,	neg,		neg,
10881,	neg,		neg,
10882,	neg,		neg,
10883,	neg,		pos,
10884,	neg,		neg,
10885,	neg,		neg,
10886,	neg,		neg,
10887,	neg,		neg,
10888,	neg,		pos,
10889,	pos,		pos,
10890,	pos,		neg,
10891,	neg,		neg,
10892,	pos,		pos,
10893,	neg,		pos,
10894,	neg,		neg,
10895,	pos,		pos,
10896,	pos,		neg,
10897,	neg,		neg,
10898,	neg,		neg,
10899,	neg,		neg,
10900,	neg,		neg,
10901,	pos,		neg,
10902,	pos,		neg,
10903,	neg,		neg,
10904,	neg,		pos,
10905,	pos,		neg,
10906,	neg,		neg,
10907,	neg,		neg,
10908,	neg,		neg,
10909,	neg,		neg,
10910,	pos,		neg,
10911,	neg,		neg,
10912,	pos,		pos,
10913,	neg,		neg,
10914,	pos,		pos,
10915,	pos,		pos,
10916,	pos,		pos,
10917,	neg,		neg,
10918,	pos,		neg,
10919,	neg,		neg,
10920,	pos,		pos,
10921,	pos,		pos,
10922,	neg,		pos,
10923,	neg,		neg,
10924,	neg,		neg,
10925,	pos,		pos,
10926,	pos,		pos,
10927,	pos,		neg,
10928,	neg,		pos,
10929,	pos,		pos,
10930,	pos,		pos,
10931,	neg,		neg,
10932,	pos,		pos,
10933,	pos,		pos,
10934,	neg,		pos,
10935,	neg,		neg,
10936,	neg,		pos,
10937,	pos,		pos,
10938,	pos,		pos,
10939,	neg,		neg,
10940,	pos,		neg,
10941,	pos,		pos,
10942,	pos,		pos,
10943,	neg,		pos,
10944,	pos,		pos,
10945,	pos,		pos,
10946,	neg,		neg,
10947,	neg,		neg,
10948,	pos,		neg,
10949,	neg,		pos,
10950,	pos,		pos,
10951,	neg,		neg,
10952,	pos,		pos,
10953,	pos,		neg,
10954,	pos,		neg,
10955,	neg,		neg,
10956,	pos,		pos,
10957,	pos,		neg,
10958,	pos,		neg,
10959,	neg,		neg,
10960,	neg,		pos,
10961,	pos,		neg,
10962,	neg,		neg,
10963,	pos,		pos,
10964,	neg,		pos,
10965,	neg,		neg,
10966,	neg,		neg,
10967,	neg,		neg,
10968,	neg,		neg,
10969,	neg,		neg,
10970,	pos,		neg,
10971,	pos,		neg,
10972,	pos,		neg,
10973,	pos,		neg,
10974,	pos,		pos,
10975,	pos,		pos,
10976,	neg,		pos,
10977,	pos,		neg,
10978,	pos,		pos,
10979,	neg,		neg,
10980,	neg,		pos,
10981,	neg,		neg,
10982,	neg,		neg,
10983,	neg,		neg,
10984,	neg,		neg,
10985,	neg,		neg,
10986,	pos,		neg,
10987,	pos,		pos,
10988,	pos,		pos,
10989,	pos,		pos,
10990,	pos,		pos,
10991,	pos,		pos,
10992,	neg,		neg,
10993,	pos,		pos,
10994,	pos,		neg,
10995,	neg,		pos,
10996,	pos,		pos,
10997,	neg,		neg,
10998,	neg,		neg,
10999,	pos,		neg,
11000,	neg,		pos,
11001,	neg,		pos,
11002,	neg,		neg,
11003,	neg,		neg,
11004,	pos,		pos,
11005,	neg,		neg,
11006,	neg,		neg,
11007,	pos,		neg,
11008,	neg,		neg,
11009,	pos,		pos,
11010,	neg,		neg,
11011,	neg,		neg,
11012,	pos,		neg,
11013,	neg,		neg,
11014,	pos,		pos,
11015,	pos,		neg,
11016,	pos,		pos,
11017,	pos,		pos,
11018,	pos,		pos,
11019,	neg,		pos,
11020,	pos,		neg,
11021,	neg,		neg,
11022,	neg,		neg,
11023,	pos,		pos,
11024,	neg,		neg,
11025,	pos,		neg,
11026,	neg,		neg,
11027,	neg,		neg,
11028,	neg,		pos,
11029,	pos,		pos,
11030,	pos,		pos,
11031,	pos,		pos,
11032,	pos,		pos,
11033,	neg,		neg,
11034,	neg,		neg,
11035,	pos,		pos,
11036,	neg,		neg,
11037,	neg,		neg,
11038,	pos,		pos,
11039,	pos,		pos,
11040,	pos,		pos,
11041,	neg,		neg,
11042,	neg,		neg,
11043,	pos,		neg,
11044,	pos,		neg,
11045,	pos,		pos,
11046,	pos,		pos,
11047,	neg,		neg,
11048,	neg,		pos,
11049,	pos,		pos,
11050,	pos,		neg,
11051,	neg,		neg,
11052,	pos,		pos,
11053,	neg,		pos,
11054,	pos,		pos,
11055,	neg,		neg,
11056,	neg,		pos,
11057,	pos,		pos,
11058,	pos,		pos,
11059,	neg,		neg,
11060,	pos,		pos,
11061,	pos,		pos,
11062,	pos,		pos,
11063,	neg,		pos,
11064,	neg,		pos,
11065,	neg,		neg,
11066,	neg,		pos,
11067,	neg,		neg,
11068,	neg,		neg,
11069,	neg,		neg,
11070,	neg,		neg,
11071,	pos,		neg,
11072,	neg,		neg,
11073,	neg,		pos,
11074,	neg,		neg,
11075,	pos,		pos,
11076,	neg,		pos,
11077,	pos,		pos,
11078,	neg,		neg,
11079,	pos,		pos,
11080,	neg,		pos,
11081,	pos,		neg,
11082,	neg,		pos,
11083,	pos,		pos,
11084,	pos,		pos,
11085,	pos,		pos,
11086,	pos,		pos,
11087,	pos,		neg,
11088,	neg,		pos,
11089,	neg,		neg,
11090,	pos,		neg,
11091,	neg,		neg,
11092,	pos,		pos,
11093,	neg,		neg,
11094,	pos,		pos,
11095,	neg,		neg,
11096,	neg,		neg,
11097,	neg,		neg,
11098,	pos,		pos,
11099,	pos,		pos,
11100,	neg,		pos,
11101,	neg,		neg,
11102,	pos,		pos,
11103,	pos,		neg,
11104,	pos,		pos,
11105,	pos,		pos,
11106,	pos,		pos,
11107,	pos,		pos,
11108,	neg,		neg,
11109,	pos,		pos,
11110,	neg,		pos,
11111,	pos,		pos,
11112,	neg,		neg,
11113,	neg,		neg,
11114,	neg,		neg,
11115,	pos,		pos,
11116,	neg,		neg,
11117,	neg,		pos,
11118,	neg,		pos,
11119,	neg,		neg,
11120,	neg,		neg,
11121,	pos,		neg,
11122,	pos,		pos,
11123,	pos,		neg,
11124,	neg,		neg,
11125,	pos,		neg,
11126,	pos,		pos,
11127,	pos,		neg,
11128,	neg,		neg,
11129,	neg,		neg,
11130,	neg,		neg,
11131,	pos,		neg,
11132,	neg,		neg,
11133,	neg,		pos,
11134,	pos,		pos,
11135,	neg,		neg,
11136,	pos,		pos,
11137,	neg,		neg,
11138,	pos,		neg,
11139,	neg,		neg,
11140,	neg,		neg,
11141,	neg,		neg,
11142,	neg,		pos,
11143,	neg,		neg,
11144,	pos,		pos,
11145,	pos,		pos,
11146,	pos,		pos,
11147,	pos,		pos,
11148,	neg,		pos,
11149,	pos,		pos,
11150,	neg,		neg,
11151,	neg,		neg,
11152,	pos,		pos,
11153,	neg,		pos,
11154,	neg,		neg,
11155,	pos,		pos,
11156,	neg,		pos,
11157,	neg,		pos,
11158,	neg,		pos,
11159,	neg,		pos,
11160,	neg,		neg,
11161,	pos,		neg,
11162,	neg,		neg,
11163,	neg,		neg,
11164,	pos,		pos,
11165,	pos,		neg,
11166,	pos,		pos,
11167,	neg,		neg,
11168,	pos,		pos,
11169,	neg,		neg,
11170,	neg,		neg,
11171,	neg,		neg,
11172,	pos,		pos,
11173,	pos,		pos,
11174,	neg,		pos,
11175,	pos,		neg,
11176,	neg,		neg,
11177,	neg,		neg,
11178,	neg,		neg,
11179,	neg,		neg,
11180,	pos,		pos,
11181,	neg,		pos,
11182,	neg,		neg,
11183,	pos,		neg,
11184,	neg,		neg,
11185,	neg,		pos,
11186,	pos,		pos,
11187,	neg,		neg,
11188,	pos,		pos,
11189,	pos,		pos,
11190,	neg,		pos,
11191,	neg,		neg,
11192,	pos,		pos,
11193,	neg,		neg,
11194,	pos,		pos,
11195,	neg,		pos,
11196,	neg,		neg,
11197,	neg,		neg,
11198,	pos,		pos,
11199,	neg,		neg,
11200,	neg,		neg,
11201,	pos,		neg,
11202,	pos,		pos,
11203,	pos,		neg,
11204,	pos,		pos,
11205,	pos,		neg,
11206,	neg,		pos,
11207,	pos,		pos,
11208,	neg,		neg,
11209,	neg,		pos,
11210,	neg,		neg,
11211,	neg,		neg,
11212,	neg,		pos,
11213,	pos,		neg,
11214,	neg,		neg,
11215,	pos,		neg,
11216,	pos,		neg,
11217,	neg,		neg,
11218,	neg,		neg,
11219,	neg,		neg,
11220,	pos,		pos,
11221,	neg,		neg,
11222,	pos,		pos,
11223,	pos,		pos,
11224,	pos,		pos,
11225,	pos,		pos,
11226,	neg,		pos,
11227,	pos,		pos,
11228,	pos,		pos,
11229,	pos,		pos,
11230,	pos,		pos,
11231,	pos,		pos,
11232,	pos,		neg,
11233,	neg,		neg,
11234,	neg,		neg,
11235,	pos,		neg,
11236,	pos,		pos,
11237,	neg,		neg,
11238,	pos,		pos,
11239,	pos,		pos,
11240,	neg,		neg,
11241,	neg,		neg,
11242,	pos,		pos,
11243,	pos,		pos,
11244,	pos,		neg,
11245,	neg,		pos,
11246,	pos,		pos,
11247,	pos,		neg,
11248,	pos,		pos,
11249,	pos,		pos,
11250,	neg,		pos,
11251,	pos,		pos,
11252,	pos,		pos,
11253,	neg,		neg,
11254,	neg,		neg,
11255,	neg,		neg,
11256,	pos,		pos,
11257,	pos,		neg,
11258,	neg,		pos,
11259,	neg,		neg,
11260,	pos,		pos,
11261,	pos,		pos,
11262,	neg,		neg,
11263,	pos,		pos,
11264,	pos,		neg,
11265,	neg,		neg,
11266,	neg,		neg,
11267,	pos,		neg,
11268,	pos,		pos,
11269,	pos,		pos,
11270,	neg,		neg,
11271,	pos,		pos,
11272,	pos,		neg,
11273,	neg,		neg,
11274,	neg,		neg,
11275,	neg,		pos,
11276,	neg,		neg,
11277,	pos,		neg,
11278,	neg,		pos,
11279,	neg,		neg,
11280,	neg,		pos,
11281,	neg,		neg,
11282,	pos,		pos,
11283,	pos,		pos,
11284,	neg,		neg,
11285,	pos,		pos,
11286,	neg,		neg,
11287,	neg,		pos,
11288,	neg,		neg,
11289,	pos,		neg,
11290,	pos,		neg,
11291,	neg,		neg,
11292,	neg,		neg,
11293,	neg,		neg,
11294,	pos,		pos,
11295,	pos,		neg,
11296,	pos,		pos,
11297,	pos,		pos,
11298,	pos,		pos,
11299,	neg,		pos,
11300,	pos,		pos,
11301,	pos,		neg,
11302,	neg,		neg,
11303,	pos,		pos,
11304,	neg,		neg,
11305,	neg,		neg,
11306,	neg,		neg,
11307,	pos,		pos,
11308,	pos,		pos,
11309,	pos,		pos,
11310,	pos,		pos,
11311,	pos,		pos,
11312,	pos,		neg,
11313,	neg,		neg,
11314,	neg,		neg,
11315,	pos,		pos,
11316,	pos,		neg,
11317,	pos,		pos,
11318,	pos,		neg,
11319,	pos,		pos,
11320,	pos,		pos,
11321,	neg,		neg,
11322,	pos,		neg,
11323,	pos,		pos,
11324,	pos,		neg,
11325,	neg,		pos,
11326,	neg,		pos,
11327,	pos,		neg,
11328,	pos,		pos,
11329,	pos,		pos,
11330,	pos,		neg,
11331,	pos,		pos,
11332,	pos,		pos,
11333,	pos,		pos,
11334,	pos,		pos,
11335,	pos,		pos,
11336,	neg,		neg,
11337,	pos,		neg,
11338,	neg,		neg,
11339,	pos,		neg,
11340,	neg,		pos,
11341,	neg,		neg,
11342,	pos,		pos,
11343,	neg,		neg,
11344,	neg,		pos,
11345,	neg,		neg,
11346,	neg,		neg,
11347,	neg,		neg,
11348,	pos,		pos,
11349,	neg,		neg,
11350,	pos,		neg,
11351,	pos,		pos,
11352,	neg,		neg,
11353,	neg,		neg,
11354,	neg,		neg,
11355,	pos,		neg,
11356,	pos,		pos,
11357,	neg,		neg,
11358,	neg,		neg,
11359,	neg,		neg,
11360,	neg,		pos,
11361,	neg,		neg,
11362,	neg,		neg,
11363,	pos,		pos,
11364,	pos,		pos,
11365,	neg,		pos,
11366,	pos,		pos,
11367,	neg,		neg,
11368,	neg,		pos,
11369,	pos,		pos,
11370,	neg,		neg,
11371,	neg,		neg,
11372,	pos,		pos,
11373,	neg,		pos,
11374,	neg,		pos,
11375,	neg,		neg,
11376,	neg,		pos,
11377,	pos,		neg,
11378,	neg,		pos,
11379,	pos,		neg,
11380,	pos,		neg,
11381,	neg,		neg,
11382,	neg,		pos,
11383,	neg,		neg,
11384,	neg,		neg,
11385,	pos,		pos,
11386,	neg,		pos,
11387,	pos,		neg,
11388,	pos,		pos,
11389,	neg,		neg,
11390,	neg,		neg,
11391,	pos,		pos,
11392,	pos,		pos,
11393,	pos,		neg,
11394,	neg,		neg,
11395,	neg,		neg,
11396,	neg,		neg,
11397,	neg,		neg,
11398,	pos,		pos,
11399,	pos,		pos,
11400,	neg,		neg,
11401,	pos,		pos,
11402,	pos,		neg,
11403,	pos,		neg,
11404,	neg,		neg,
11405,	pos,		neg,
11406,	pos,		neg,
11407,	neg,		neg,
11408,	pos,		pos,
11409,	neg,		neg,
11410,	pos,		pos,
11411,	pos,		neg,
11412,	neg,		neg,
11413,	neg,		pos,
11414,	pos,		neg,
11415,	pos,		neg,
11416,	pos,		pos,
11417,	pos,		pos,
11418,	neg,		neg,
11419,	pos,		pos,
11420,	pos,		neg,
11421,	neg,		pos,
11422,	neg,		neg,
11423,	neg,		neg,
11424,	neg,		pos,
11425,	neg,		neg,
11426,	pos,		neg,
11427,	pos,		pos,
11428,	neg,		neg,
11429,	pos,		neg,
11430,	pos,		neg,
11431,	pos,		pos,
11432,	neg,		pos,
11433,	pos,		neg,
11434,	pos,		neg,
11435,	neg,		neg,
11436,	pos,		pos,
11437,	pos,		pos,
11438,	neg,		neg,
11439,	neg,		neg,
11440,	pos,		neg,
11441,	neg,		neg,
11442,	neg,		neg,
11443,	neg,		pos,
11444,	neg,		neg,
11445,	neg,		pos,
11446,	pos,		pos,
11447,	pos,		pos,
11448,	neg,		neg,
11449,	neg,		neg,
11450,	neg,		neg,
11451,	neg,		neg,
11452,	pos,		pos,
11453,	neg,		neg,
11454,	pos,		neg,
11455,	neg,		neg,
11456,	neg,		pos,
11457,	neg,		neg,
11458,	pos,		neg,
11459,	pos,		pos,
11460,	neg,		pos,
11461,	pos,		pos,
11462,	neg,		pos,
11463,	neg,		neg,
11464,	neg,		neg,
11465,	neg,		pos,
11466,	pos,		pos,
11467,	pos,		pos,
11468,	pos,		pos,
11469,	neg,		neg,
11470,	neg,		neg,
11471,	pos,		pos,
11472,	neg,		neg,
11473,	pos,		pos,
11474,	neg,		neg,
11475,	neg,		neg,
11476,	neg,		neg,
11477,	pos,		neg,
11478,	neg,		neg,
11479,	pos,		pos,
11480,	pos,		pos,
11481,	pos,		neg,
11482,	pos,		pos,
11483,	neg,		neg,
11484,	pos,		neg,
11485,	pos,		pos,
11486,	pos,		pos,
11487,	pos,		neg,
11488,	neg,		pos,
11489,	pos,		pos,
11490,	neg,		neg,
11491,	neg,		neg,
11492,	neg,		neg,
11493,	neg,		neg,
11494,	neg,		neg,
11495,	pos,		pos,
11496,	neg,		neg,
11497,	neg,		pos,
11498,	pos,		neg,
11499,	pos,		pos,
11500,	neg,		neg,
11501,	neg,		neg,
11502,	neg,		neg,
11503,	neg,		neg,
11504,	pos,		neg,
11505,	neg,		neg,
11506,	pos,		neg,
11507,	neg,		neg,
11508,	neg,		neg,
11509,	pos,		pos,
11510,	neg,		pos,
11511,	pos,		neg,
11512,	neg,		neg,
11513,	neg,		neg,
11514,	neg,		neg,
11515,	neg,		neg,
11516,	pos,		pos,
11517,	neg,		pos,
11518,	pos,		neg,
11519,	neg,		neg,
11520,	neg,		neg,
11521,	pos,		neg,
11522,	neg,		neg,
11523,	pos,		pos,
11524,	neg,		neg,
11525,	pos,		pos,
11526,	pos,		pos,
11527,	pos,		neg,
11528,	pos,		neg,
11529,	pos,		neg,
11530,	neg,		neg,
11531,	pos,		pos,
11532,	neg,		pos,
11533,	neg,		pos,
11534,	neg,		neg,
11535,	neg,		pos,
11536,	pos,		pos,
11537,	neg,		neg,
11538,	pos,		pos,
11539,	pos,		pos,
11540,	neg,		pos,
11541,	neg,		neg,
11542,	neg,		neg,
11543,	pos,		pos,
11544,	pos,		neg,
11545,	neg,		neg,
11546,	pos,		pos,
11547,	pos,		pos,
11548,	neg,		pos,
11549,	pos,		pos,
11550,	pos,		pos,
11551,	neg,		neg,
11552,	neg,		neg,
11553,	pos,		pos,
11554,	pos,		pos,
11555,	pos,		neg,
11556,	pos,		neg,
11557,	neg,		neg,
11558,	neg,		neg,
11559,	pos,		pos,
11560,	pos,		pos,
11561,	pos,		pos,
11562,	pos,		pos,
11563,	pos,		neg,
11564,	neg,		neg,
11565,	pos,		pos,
11566,	pos,		pos,
11567,	pos,		neg,
11568,	neg,		pos,
11569,	neg,		neg,
11570,	neg,		neg,
11571,	neg,		pos,
11572,	neg,		pos,
11573,	pos,		pos,
11574,	pos,		pos,
11575,	neg,		neg,
11576,	neg,		neg,
11577,	neg,		neg,
11578,	pos,		neg,
11579,	pos,		pos,
11580,	neg,		pos,
11581,	neg,		pos,
11582,	pos,		pos,
11583,	pos,		pos,
11584,	neg,		neg,
11585,	neg,		neg,
11586,	neg,		neg,
11587,	pos,		pos,
11588,	pos,		neg,
11589,	neg,		pos,
11590,	neg,		neg,
11591,	neg,		neg,
11592,	pos,		pos,
11593,	pos,		neg,
11594,	neg,		neg,
11595,	neg,		pos,
11596,	pos,		pos,
11597,	neg,		neg,
11598,	neg,		pos,
11599,	neg,		neg,
11600,	neg,		pos,
11601,	neg,		neg,
11602,	pos,		pos,
11603,	pos,		pos,
11604,	neg,		neg,
11605,	pos,		pos,
11606,	pos,		neg,
11607,	pos,		pos,
11608,	pos,		neg,
11609,	neg,		pos,
11610,	neg,		neg,
11611,	neg,		pos,
11612,	neg,		neg,
11613,	neg,		neg,
11614,	pos,		neg,
11615,	pos,		pos,
11616,	neg,		pos,
11617,	neg,		neg,
11618,	pos,		neg,
11619,	pos,		neg,
11620,	pos,		pos,
11621,	neg,		pos,
11622,	neg,		neg,
11623,	pos,		pos,
11624,	neg,		pos,
11625,	neg,		neg,
11626,	pos,		pos,
11627,	pos,		neg,
11628,	neg,		neg,
11629,	pos,		pos,
11630,	neg,		neg,
11631,	pos,		pos,
11632,	neg,		neg,
11633,	pos,		neg,
11634,	neg,		pos,
11635,	neg,		pos,
11636,	neg,		neg,
11637,	neg,		neg,
11638,	neg,		neg,
11639,	pos,		pos,
11640,	neg,		pos,
11641,	neg,		neg,
11642,	pos,		pos,
11643,	pos,		pos,
11644,	pos,		pos,
11645,	pos,		pos,
11646,	neg,		neg,
11647,	neg,		neg,
11648,	neg,		neg,
11649,	neg,		pos,
11650,	pos,		pos,
11651,	neg,		pos,
11652,	pos,		pos,
11653,	pos,		pos,
11654,	pos,		pos,
11655,	neg,		neg,
11656,	pos,		pos,
11657,	neg,		neg,
11658,	pos,		pos,
11659,	neg,		pos,
11660,	neg,		neg,
11661,	pos,		neg,
11662,	pos,		pos,
11663,	pos,		pos,
11664,	pos,		pos,
11665,	neg,		pos,
11666,	neg,		neg,
11667,	neg,		neg,
11668,	pos,		pos,
11669,	pos,		neg,
11670,	pos,		pos,
11671,	neg,		pos,
11672,	neg,		neg,
11673,	pos,		pos,
11674,	pos,		neg,
11675,	neg,		neg,
11676,	pos,		pos,
11677,	neg,		neg,
11678,	neg,		neg,
11679,	pos,		pos,
11680,	pos,		neg,
11681,	pos,		pos,
11682,	neg,		neg,
11683,	neg,		neg,
11684,	neg,		neg,
11685,	pos,		pos,
11686,	pos,		pos,
11687,	pos,		pos,
11688,	pos,		pos,
11689,	neg,		neg,
11690,	pos,		pos,
11691,	neg,		pos,
11692,	pos,		pos,
11693,	neg,		pos,
11694,	neg,		pos,
11695,	neg,		pos,
11696,	pos,		pos,
11697,	neg,		neg,
11698,	pos,		neg,
11699,	neg,		neg,
11700,	neg,		neg,
11701,	pos,		pos,
11702,	pos,		pos,
11703,	neg,		pos,
11704,	neg,		pos,
11705,	pos,		pos,
11706,	neg,		neg,
11707,	pos,		neg,
11708,	pos,		pos,
11709,	neg,		pos,
11710,	pos,		pos,
11711,	pos,		pos,
11712,	neg,		pos,
11713,	pos,		pos,
11714,	neg,		pos,
11715,	pos,		pos,
11716,	neg,		neg,
11717,	neg,		neg,
11718,	neg,		neg,
11719,	pos,		pos,
11720,	pos,		pos,
11721,	neg,		neg,
11722,	pos,		pos,
11723,	pos,		neg,
11724,	pos,		pos,
11725,	pos,		neg,
11726,	neg,		pos,
11727,	pos,		pos,
11728,	neg,		neg,
11729,	pos,		neg,
11730,	pos,		neg,
11731,	neg,		neg,
11732,	neg,		neg,
11733,	pos,		pos,
11734,	pos,		neg,
11735,	pos,		pos,
11736,	pos,		neg,
11737,	neg,		neg,
11738,	neg,		neg,
11739,	pos,		pos,
11740,	pos,		neg,
11741,	neg,		neg,
11742,	pos,		pos,
11743,	pos,		pos,
11744,	neg,		neg,
11745,	neg,		neg,
11746,	pos,		pos,
11747,	neg,		neg,
11748,	pos,		pos,
11749,	neg,		neg,
11750,	pos,		pos,
11751,	pos,		neg,
11752,	pos,		pos,
11753,	pos,		pos,
11754,	neg,		neg,
11755,	pos,		neg,
11756,	neg,		neg,
11757,	pos,		neg,
11758,	pos,		pos,
11759,	pos,		neg,
11760,	pos,		neg,
11761,	neg,		neg,
11762,	neg,		neg,
11763,	neg,		pos,
11764,	pos,		pos,
11765,	neg,		neg,
11766,	pos,		neg,
11767,	pos,		pos,
11768,	pos,		pos,
11769,	neg,		pos,
11770,	pos,		neg,
11771,	neg,		pos,
11772,	pos,		neg,
11773,	neg,		pos,
11774,	neg,		neg,
11775,	neg,		neg,
11776,	pos,		neg,
11777,	pos,		pos,
11778,	pos,		pos,
11779,	pos,		neg,
11780,	neg,		pos,
11781,	neg,		neg,
11782,	neg,		neg,
11783,	neg,		pos,
11784,	pos,		neg,
11785,	neg,		pos,
11786,	neg,		pos,
11787,	pos,		pos,
11788,	neg,		pos,
11789,	neg,		neg,
11790,	pos,		pos,
11791,	pos,		pos,
11792,	pos,		pos,
11793,	neg,		neg,
11794,	pos,		pos,
11795,	neg,		neg,
11796,	neg,		pos,
11797,	neg,		neg,
11798,	pos,		pos,
11799,	neg,		neg,
11800,	pos,		pos,
11801,	neg,		pos,
11802,	neg,		neg,
11803,	neg,		pos,
11804,	neg,		neg,
11805,	neg,		neg,
11806,	neg,		pos,
11807,	pos,		pos,
11808,	neg,		neg,
11809,	neg,		pos,
11810,	pos,		pos,
11811,	neg,		pos,
11812,	neg,		pos,
11813,	pos,		pos,
11814,	neg,		neg,
11815,	neg,		pos,
11816,	neg,		neg,
11817,	neg,		neg,
11818,	pos,		pos,
11819,	neg,		neg,
11820,	pos,		neg,
11821,	pos,		neg,
11822,	neg,		pos,
11823,	neg,		neg,
11824,	neg,		neg,
11825,	neg,		neg,
11826,	neg,		pos,
11827,	pos,		pos,
11828,	neg,		neg,
11829,	neg,		pos,
11830,	pos,		pos,
11831,	pos,		pos,
11832,	pos,		pos,
11833,	pos,		pos,
11834,	pos,		pos,
11835,	pos,		pos,
11836,	neg,		neg,
11837,	pos,		pos,
11838,	neg,		pos,
11839,	pos,		neg,
11840,	pos,		neg,
11841,	pos,		pos,
11842,	pos,		pos,
11843,	neg,		neg,
11844,	pos,		neg,
11845,	neg,		neg,
11846,	neg,		neg,
11847,	neg,		neg,
11848,	pos,		pos,
11849,	neg,		pos,
11850,	neg,		neg,
11851,	neg,		neg,
11852,	neg,		pos,
11853,	neg,		pos,
11854,	neg,		pos,
11855,	neg,		neg,
11856,	pos,		pos,
11857,	neg,		neg,
11858,	neg,		neg,
